question,reponse
I'M FEELING HUNGRY,Sounds like it's time for a snack.

I'M SUPER HUNGRY,Sounds like it's time for a snack.

I'M HANGRY,Sounds like it's time for a snack.

I'M STARVING TO DEATH,Sounds like it's time for a snack.

I'M HUNGRY AF,Sounds like it's time for a snack.

I'M PECKISH,Sounds like it's time for a snack.

I'M SO HUNGRY,Sounds like it's time for a snack.

I'M SO HUNGRY I COULD EAT A BEAR,Sounds like it's time for a snack.

I'M SO HUNGRY I COULD EAT A HORSE,Sounds like it's time for a snack.

I'M A LITTLE HUNGRY,Sounds like it's time for a snack.

I'M FEELING PECKISH,Sounds like it's time for a snack.

I AM ON A BOAT,Okay.

I AM ENGAGED,Okay.

I AM LAZY,Okay.

I AM LIBERAL,Okay.

I AM MARRIED,Okay.

I AM MEXICAN,Okay.

I AM MIDDLE-AGED,Okay.

I AM LATINA,Okay.

I AM OLD,Okay.

I AM KOREAN,Okay.

I AM ON A BUSINESS TRIP,Okay.

I AM ON THE ROAD,Okay.

I AM OVERWEIGHT,Okay.

I AM PREGNANT,Okay.

I AM RELIGIOUS,Okay.

I AM RUSSIAN,Okay.

I AM SELF-EMPLOYED,Okay.

I AM NATIVE AMERICAN,Okay.

I AM IN SEATTLE,Okay.

I'M A CHILD,Okay.

I AM ETHIOPIAN,Okay.

I AM FAT,Okay.

I AM FRENCH,Okay.

I AM GERMAN,Okay.

I AM HANDSOME,Okay.

I AM LATINO,Okay.

I AM IN A RELATIONSHIP,Okay.

I AM SHY,Okay.

I AM IN THE CITY,Okay.

I AM IN THE COUNTRY,Okay.

I AM INDIAN,Okay.

I AM IRISH,Okay.

I AM ITALIAN,Okay.

I AM JAPANESE,Okay.

I AM JEWISH,Okay.

I AM HISPANIC,Okay.

I'M A BOXER,Okay.

I HAVE THE FLU,Okay.

I'M A BABY BOOMER,Okay.

I'M A BARTENDER,Okay.

I'M A BASEBALL FAN,Okay.

I'M A BASKETBALL FAN,Okay.

I'M A BERNIE SUPPORTER,Okay.

I AM SEXY,Okay.

I'M A BLOGGER,Okay.

I HAVE BROTHERS,Okay.

I'M A BOY,Okay.

I'M A BRO,Okay.

I'M A BUDDHIST,Okay.

I'M A CAPITALIST,Okay.

I'M A CARNIVORE,Okay.

I'M A CAT PERSON,Okay.

I AM A BARTENDER,Okay.

I'M A BIDEN SUPPORTER,Okay.

I AM WHITE,Okay.

I AM DOING THAT,Okay.

I AM SICK,Okay.

I AM SINGLE,Okay.

I AM SKINNY,Okay.

I AM STRONG,Okay.

I AM TALL,Okay.

I AM UNDERWEIGHT,Okay.

I HAVE SISTERS,Okay.

I AM WEAK,Okay.

I HAVE DUEL CITIZENSHIP,Okay.

I AM YOUNG,Okay.

I HAVE A BIG FAMILY,Okay.

I HAVE A BROTHER,Okay.

I HAVE A COLD,Okay.

I HAVE A FEVER,Okay.

I HAVE A SISTER,Okay.

I AM SHORT,Okay.

I AM VIETNAMESE,Okay.

I AM A MUSLIM,Okay.

I AM ENGLISH,Okay.

I AM A HOOSIER,Okay.

I AM A JOURNALIST,Okay.

I AM A LAWYER,Okay.

I AM A LIBERAL,Okay.

I AM A LIBERTARIAN,Okay.

I AM A GAME DESIGNER,Okay.

I AM A LIBRARIAN,Okay.

I AM A DEMOCRAT ,Okay.

I AM A PAGAN,Okay.

I AM A PISCES,Okay.

I AM A REPUBLICAN ,Okay.

I AM A SALESMAN,Okay.

I AM A SCIENTIST,Okay.

I AM A SOCCER FAN,Okay.

I AM A SOCIALIST,Okay.

I AM A LIBRA,Okay.

I AM A CHEF,Okay.

I AM A BASEBALL FAN,Okay.

I AM A BASKETBALL FAN,Okay.

I AM A BERNIE SUPPORTER,Okay.

I AM A BIDEN SUPPORTER,Okay.

I AM A BLOGGER,Okay.

I AM A BUDDHIST,Okay.

I AM A HINDU,Okay.

I AM A CARNIVORE,Okay.

I AM A TEACHER,Okay.

I AM A CHILD OF GOD,Okay.

I AM A CHRISTIAN,Okay.

I AM A COMMUNIST,Okay.

I AM A CONSERVATIVE,Okay.

I AM A COOK,Okay.

I AM A COP,Okay.

I AM A CPA,Okay.

I AM A CAPITALIST,Okay.

I AM BIPOLAR,Okay.

I AM AN ENGINEER,Okay.

I AM AN EXTROVERT,Okay.

I AM AN IMMIGRANT,Okay.

I AM AN INDEPENDENT,Okay.

I AM AN INTROVERT,Okay.

I AM AN ONLY CHILD,Okay.

I AM A STUDENT,Okay.

I AM BALD,Okay.

I AM AN ARTIST,Okay.

I AM BLACK,Okay.

I AM CANADIAN,Okay.

I AM CHINESE,Okay.

I AM COMPETITIVE,Okay.

I AM CONSERVATIVE,Okay.

I AM CUTE,Okay.

I AM DIVORCED,Okay.

I AM ATHLETIC,Okay.

I AM A WRITER,Okay.

I'M A CHILD OF GOD,Okay.

I AM A TECH JOURNALIST,Okay.

I AM A TECH WORKER,Okay.

I AM A TEENAGER,Okay.

I AM A TRUMP SUPPORTER,Okay.

I AM A VEGAN,Okay.

I AM A VEGETARIAN,Okay.

I AM AN EDUCATOR,Okay.

I AM A WARREN SUPPORTER,Okay.

I AM AN ATHEIST,Okay.

I AM AFRICAN AMERICAN,Okay.

I AM AMERICAN,Okay.

I AM AN ACTIVIST,Okay.

I AM AN AGNOSTIC,Okay.

I AM AN AQUARIUS,Okay.

I AM AN ARIES,Okay.

I AM A TAURUS,Okay.

I AM A VIRGO,Okay.

I'M IN A RELATIONSHIP,Okay.

I'M BLACK,Okay.

I'M GEN Y,Okay.

I'M GEN Z,Okay.

I'M GERMAN,Okay.

I'M GOING TO DO THAT,Okay.

I'M HANDSOME,Okay.

I'M GANGSTA,Okay.

I'M HISPANIC,Okay.

I'M FROM THERE,Okay.

I'M IN SEATTLE,Okay.

I'M IN THE CITY,Okay.

I'M IN THE COUNTRY,Okay.

I'M INDIAN,Okay.

I'M IRISH,Okay.

I'M ITALIAN,Okay.

I'M JAPANESE,Okay.

I'M HINDU,Okay.

I'M CUTE,Okay.

I'M A CHEF,Okay.

I'M BLONDE,Okay.

I'M BRUNETTE,Okay.

I'M CANADIAN,Okay.

I'M CHINESE,Okay.

I'M COMPETITIVE,Okay.

I'M GAY,Okay.

I'M CURRENTLY TRAVELLING,Okay.

I'M LATINA,Okay.

I'M DIVORCED,Okay.

I'M DOING THAT,Okay.

I'M ENGAGED,Okay.

I'M ENGLISH,Okay.

I'M ETHIOPIAN,Okay.

I'M FAT,Okay.

I'M FRENCH,Okay.

I'M CONSERVATIVE,Okay.

I'M THE KING,Okay.

I'M SHORT,Okay.

I'M SHY,Okay.

I'M SICK,Okay.

I'M SINGLE,Okay.

I'M SKINNY,Okay.

I'M STRONG,Okay.

I'M JEWISH,Okay.

I'M THE BEST,Okay.

I'M RUSSIAN,Okay.

I'M THE QUEEN,Okay.

I'M THICK,Okay.

I'M UNDERWEIGHT,Okay.

I'M VIETNAMESE,Okay.

I'M WEAK,Okay.

I'M WHITE,Okay.

I'M YOUNG,Okay.

I'M TALL,Okay.

I'M OLD,Okay.

I'M BISEXUAL,Okay.

I'M LATINO,Okay.

I'M LAZY,Okay.

I'M LIBERAL,Okay.

I'M MARRIED,Okay.

I'M MEXICAN,Okay.

I'M MIDDLE-AGED,Okay.

I'M SEXY,Okay.

I'M NATIVE AMERICAN,Okay.

I'M SELF-EMPLOYED,Okay.

I'M ON A BOAT,Okay.

I'M ON A BUSINESS TRIP,Okay.

I'M ON THE ROAD,Okay.

I'M OVERWEIGHT,Okay.

I'M PREGNANT,Okay.

I'M RELIGIOUS,Okay.

I'M KOREAN,Okay.

I'M MUSLIM,Okay.

I'M A PISCES,Okay.

I'M BLOND,Okay.

I'M A LIBERAL,Okay.

I'M A LIBERTARIAN,Okay.

I'M A LIBRA,Okay.

I'M A LIBRARIAN,Okay.

I'M A MAN,Okay.

I'M A JOURNALIST,Okay.

I'M A PAGAN,Okay.

I'M A HOOSIER,Okay.

I'M A REDHEAD,Okay.

I'M A REPUBLICAN ,Okay.

I'M A ROBOT,Okay.

I'M A SALESMAN,Okay.

I'M A SCIENTIST,Okay.

I'M A SOCCER FAN,Okay.

I'M A SOCIALIST,Okay.

I'M A MILLENNIAL,Okay.

I'M A DIVER,Okay.

I'M A CHRISTIAN,Okay.

I'M A COMMUNIST,Okay.

I'M A CONSERVATIVE,Okay.

I'M A COOK,Okay.

I'M A COP,Okay.

I'M A CPA,Okay.

I'M A LAWYER,Okay.

I'M A DIME,Okay.

I'M A TAURUS,Okay.

I'M A DOG PERSON,Okay.

I'M A FIGHTER,Okay.

I'M A GAME DESIGNER,Okay.

I'M A GANGSTER,Okay.

I'M A GENIUS,Okay.

I'M A GIRL,Okay.

I'M A GOLFER,Okay.

I'M A DEMOCRAT ,Okay.

I'M AN IMMIGRANT,Okay.

I'M AN AQUARIUS,Okay.

I'M AN ARIES,Okay.

I'M AN ARTIST,Okay.

I'M AN ASTRONAUT,Okay.

I'M AN ATHEIST,Okay.

I'M AN EDUCATOR,Okay.

I'M A STUDENT,Okay.

I'M AN EXTROVERT,Okay.

I'M AN ACTIVIST,Okay.

I'M AN INDEPENDENT,Okay.

I'M AN INTROVERT,Okay.

I'M AN ONLY CHILD,Okay.

I'M ATHLETIC,Okay.

I'M AWESOME,Okay.

I'M BALD,Okay.

I'M BIPOLAR,Okay.

I'M AN ENGINEER,Okay.

I'M A WARREN SUPPORTER,Okay.

I'M A LEO,Okay.

I'M A TEACHER,Okay.

I'M A TECH JOURNALIST,Okay.

I'M A TECH WORKER,Okay.

I'M A TEENAGER,Okay.

I'M A TRUMP SUPPORTER,Okay.

I'M A VEGAN,Okay.

I'M AN ALIEN,Okay.

I'M A VIRGO,Okay.

I'M AN ADULT,Okay.

I'M A WOMAN,Okay.

I'M A WRITER,Okay.

I'M AFRICAN AMERICAN,Okay.

I'M AGNOSTIC,Okay.

I'M AMAZING,Okay.

I'M AMERICAN,Okay.

I'M A SWIMMER,Okay.

I'M A VEGETARIAN,Okay.

I WAS JUST MESSING AROUND,Good to know.

CAN'T YOU UNDERSTAND THAT WAS A JOKE?,Good to know.

I'M JUST BEING SILLY,Good to know.

I'M JUST BEING A SILLY BILLY,Good to know.

I'M JUST BEING A GOOF BALL,Good to know.

I'M JUST BEING A GOOF,Good to know.

I'M JUST A PRANKSTER,Good to know.

I'M A PRANKSTER,Good to know.

I'M JUST FOOLING,Good to know.

I WAS JUST PRANKING YOU,Good to know.

I'M JUST JOKING AROUND,Good to know.

I WAS JUST HAVING A LAUGH,Good to know.

I WAS JUST GOOFING AROUND,Good to know.

DON'T WORRY IT WAS A PRANK,Good to know.

DON'T WORRY IT WAS A JOKE,Good to know.

DON'T TRIP ABOUT IT I WAS JUST KIDDING,Good to know.

DID YOU UNDERSTAND THAT WAS A JOKE?,Good to know.

COME ON THAT WAS FUNNY,Good to know.

I'M A JOKER,Good to know.

JK,Good to know.

YOU DON'T NEED TO TAKE ME SERIOUSLY,Good to know.

THAT WASN'T SUPPOSED TO BE SERIOUS,Good to know.

THAT WAS A JOKE ,Good to know.

JUST PLAYING WITH YOU,Good to know.

JUST PLAYING,Good to know.

JUST MESSING AROUND,Good to know.

JUST KIDDING ,Good to know.

I'M JUST FOOLIN,Good to know.

JOKE'S ON YOU ,Good to know.

YOU PROBABLY SHOULDN'T TAKE ME TO SERIOUSLY,Good to know.

IT WAS JUST A LITTLE JOKE,Good to know.

IT WAS JUST A LITTLE PRANK,Good to know.

IT WAS JUST A JOKE,Good to know.

I'M NOT SERIOUS,Good to know.

I'M JUST PLAYING ,Good to know.

I'M JUST MESSING WITH YOU,Good to know.

I'M JUST KIDDING AROUND,Good to know.

JUST JOSHING AROUND,Good to know.

I WISH I KNEW HOW TO MAKE FRIENDS,I'm sending a hug your way.

I FEEL VERY ALONE,I'm sending a hug your way.

I HAVE A PROBLEM FEELING ALL ALONE,I'm sending a hug your way.

I HAVE A PROBLEM WITH FEELING LONELY,I'm sending a hug your way.

I HAVE NO FRIENDS,I'm sending a hug your way.

I HAVE NO ONE TO TALK TO,I'm sending a hug your way.

I LIVE A LONELY LIFE,I'm sending a hug your way.

I LIVE A VERY LONELY LIFE,I'm sending a hug your way.

I NEED A FRIEND,I'm sending a hug your way.

I NEED SOMEONE TO TALK TO,I'm sending a hug your way.

I WANT SOMEONE TO LOVE,I'm sending a hug your way.

I WANT SOMEONE TO TALK TO ,I'm sending a hug your way.

I WISH I HAD A FRIEND,I'm sending a hug your way.

I'M ALL ALONE IN THE WORLD,I'm sending a hug your way.

I WISH I HAD SOMEONE TO TALK TO,I'm sending a hug your way.

I FEEL SO DESOLATE,I'm sending a hug your way.

I WISH I WASN'T ALONE,I'm sending a hug your way.

I WISH I WASN'T LONELY,I'm sending a hug your way.

I WISH I WEREN'T SO ALONE,I'm sending a hug your way.

IF ONLY I HAD A FRIEND,I'm sending a hug your way.

I'M A  LONESOME GAL,I'm sending a hug your way.

I'M A LONELY GAL,I'm sending a hug your way.

I'M A LONELY GIRL,I'm sending a hug your way.

I'M A LONELY GUY,I'm sending a hug your way.

I'M A LONELY PERSON,I'm sending a hug your way.

I'M A LONESOME GIRL,I'm sending a hug your way.

I'M A LONESOME GUY,I'm sending a hug your way.

I'M A LONESOME PERSON,I'm sending a hug your way.

ALL MY FRIENDS ARE GONE,I'm sending a hug your way.

I WISH I HAD SOMEONE TO KEEP ME COMPANY,I'm sending a hug your way.

I DON'T HAVE ANY FRIENDS,I'm sending a hug your way.

ALL MY FRIENDS LEFT,I'm sending a hug your way.

ALL MY FRIENDS LEFT ME,I'm sending a hug your way.

EVERYBODY HAS FRIENDS BUT ME,I'm sending a hug your way.

EVERYBODY HATES ME,I'm sending a hug your way.

EVERYONE HAS FRIENDS BUT ME,I'm sending a hug your way.

HOW CAN I MAKE FRIENDS?,I'm sending a hug your way.

HOW DO I MAKE FRIENDS?,I'm sending a hug your way.

I AM ALL ALONE,I'm sending a hug your way.

I AM ALONE,I'm sending a hug your way.

I AM ISOLATED,I'm sending a hug your way.

I AM LONESOME,I'm sending a hug your way.

I AM SO ALONE,I'm sending a hug your way.

I CAN'T SEEM TO MAKE FRIENDS,I'm sending a hug your way.

I FEEL SO LONELY,I'm sending a hug your way.

I FEEL ABANDONED,I'm sending a hug your way.

I'M ALL BY MYSELF,I'm sending a hug your way.

I FEEL SO ALONE,I'm sending a hug your way.

I FEEL LONESOME,I'm sending a hug your way.

I FEEL LIKE I'M ALL BY MYSELF,I'm sending a hug your way.

I FEEL ISOLATED,I'm sending a hug your way.

I DON'T HAVE A SINGLE FRIEND,I'm sending a hug your way.

I FEEL DESERTED,I'm sending a hug your way.

I DON'T HAVE A SINGLE FRIEND IN THE WORLD,I'm sending a hug your way.

I DON'T LIKE BEING SO SOLITARY,I'm sending a hug your way.

I DON'T KNOW HOW TO MAKE FRIENDS,I'm sending a hug your way.

I DON'T HAVE ANYONE TO TALK TO,I'm sending a hug your way.

I DON'T HAVE ANYONE TO SPEND TIME WITH,I'm sending a hug your way.

I DON'T HAVE ANYONE TO DO THINGS WITH,I'm sending a hug your way.

I FEEL SO ISOLATED,I'm sending a hug your way.

I FEEL DESOLATE AND ALONE,I'm sending a hug your way.

SOMETIMES I FEEL LIKE I'VE BEEN ABANDONED,I'm sending a hug your way.

NO ONE WANTS TO SPEND ANY TIME WITH ME,I'm sending a hug your way.

NOBODY CARES ABOUT ME,I'm sending a hug your way.

NOBODY LIKES ME,I'm sending a hug your way.

NOBODY WANTS ME,I'm sending a hug your way.

NOBODY WANTS ME AROUND,I'm sending a hug your way.

NOBODY WANTS TO BE MY FRIEND,I'm sending a hug your way.

NOBODY WANTS TO BE WITH ME,I'm sending a hug your way.

NOBODY WANTS TO PLAY WITH ME,I'm sending a hug your way.

NOBODY WANTS TO SPEND TIME WITH ME,I'm sending a hug your way.

NOBODY WANTS TO TALK TO ME,I'm sending a hug your way.

SOMETIMES I FEEL BLUE AND ALONE,I'm sending a hug your way.

SOMETIMES I FEEL DESERTED,I'm sending a hug your way.

I'M ALL ALONE,I'm sending a hug your way.

SOMETIMES I FEEL ISOLATED,I'm sending a hug your way.

NO ONE WANTS TO DO THINGS WITH ME,I'm sending a hug your way.

SOMETIMES I FEEL LONELY,I'm sending a hug your way.

SOMETIMES I FEEL SAD AND LONELY,I'm sending a hug your way.

THE WORLD IS A LONELY PLACE,I'm sending a hug your way.

THERE'S NO ONE FOR ME TO TALK TO,I'm sending a hug your way.

THERE'S NO ONE HERE TO KEEP ME COMPANY,I'm sending a hug your way.

THERE'S NO ONE TO HANG OUT WITH,I'm sending a hug your way.

THERE'S NO ONE TO PLAY WITH,I'm sending a hug your way.

THERE'S NO ONE TO TALK TO ,I'm sending a hug your way.

WHAT HAPPENED TO ALL MY FRIENDS? ,I'm sending a hug your way.

WHERE DID ALL MY FRIENDS GO? ,I'm sending a hug your way.

WHY CAN'T I MAKE ANY FRIENDS?,I'm sending a hug your way.

WHY DOESN'T ANYONE LIKE ME?,I'm sending a hug your way.

WHY DON'T I HAVE ANY FRIENDS? ,I'm sending a hug your way.

SOMETIMES I FEEL DESOLATE AND ALONE,I'm sending a hug your way.

I'M TIRED OF PLAYING SOLITAIRE WITH LIFE,I'm sending a hug your way.

I'M ALONE IN THE WORLD,I'm sending a hug your way.

I'M FEELING A LITTLE ALONE TODAY,I'm sending a hug your way.

I'M FOREVER ALONE,I'm sending a hug your way.

I'M FRIENDLESS,I'm sending a hug your way.

I'M GOING TO DIE ALONE,I'm sending a hug your way.

I'M ISOLATED,I'm sending a hug your way.

I'M LONELY,I'm sending a hug your way.

I'M LONESOME,I'm sending a hug your way.

I'M SO ALONE,I'm sending a hug your way.

I'M SO LONELY,I'm sending a hug your way.

I'M SO LONESOME,I'm sending a hug your way.

I'M SO LONESOME I COULD CRY,I'm sending a hug your way.

I'M SO TIRED OF BEING ALONE,I'm sending a hug your way.

NO ONE WANTS TO PLAY WITH ME,I'm sending a hug your way.

NO ONE CARES ABOUT ME,I'm sending a hug your way.

WHY DON'T I HAVE FRIENDS?,I'm sending a hug your way.

NO ONE WANTS TO BE WITH ME,I'm sending a hug your way.

NO ONE WANTS ME AROUND,I'm sending a hug your way.

NO ONE WANTS ME,I'm sending a hug your way.

NO ONE THINKS ABOUT ME,I'm sending a hug your way.

I'M SO TIRED OF FEELING LONELY,I'm sending a hug your way.

NO ONE EVER THINKS ABOUT ME,I'm sending a hug your way.

I'M TIRED OF BEING ALONE,I'm sending a hug your way.

MY LIFE IS LONELY,I'm sending a hug your way.

I'VE BEEN DESERTED,I'm sending a hug your way.

I'VE BEEN ABANDONED,I'm sending a hug your way.

IT'S A CRUEL WORLD AND I'M LONELY,I'm sending a hug your way.

I'M TOTALLY ISOLATED,I'm sending a hug your way.

NO ONE WANTS TO HANG OUT WITH ME,I'm sending a hug your way.

NO ONE GIVES A CRAP ABOUT ME,I'm sending a hug your way.

I LOVE KOREAN FOOD,I love that you love stuff!

I LOVE HIP HOP,I love that you love stuff!

I LOVE HISTORY,I love that you love stuff!

I LOVE HORROR MOVIES,I love that you love stuff!

I LOVE HUNTING,I love that you love stuff!

I LOVE ICE CREAM,I love that you love stuff!

I LOVE INDEPENDENCE DAY,I love that you love stuff!

I LOVE LONDON,I love that you love stuff!

I LOVE JOURNALING,I love that you love stuff!

I LOVE HANUKKAH,I love that you love stuff!

I LOVE KWANZA,I love that you love stuff!

I LOVE LA,I love that you love stuff!

I LOVE LADIES NIGHT,I love that you love stuff!

I LOVE LAMP,I love that you love stuff!

I LOVE LEARNING,I love that you love stuff!

I LOVE LIFE,I love that you love stuff!

I LOVE A CHALLENGE,I love that you love stuff!

I LOVE JAPANESE FOOD,I love that you love stuff!

I LOVE GETTING VALENTINES,I love that you love stuff!

I LOVE FOXES,I love that you love stuff!

I LOVE FREE SPEECH,I love that you love stuff!

I LOVE FRENCH FRIES,I love that you love stuff!

I LOVE FRESH BREAD,I love that you love stuff!

I LOVE FRESH FLOWERS,I love that you love stuff!

I LOVE FRESH FRUIT,I love that you love stuff!

I LOVE FRIDAYS,I love that you love stuff!

I LOVE HIKING,I love that you love stuff!

I LOVE GETTING A COMPLIMENT,I love that you love stuff!

I LOVE HAWAII,I love that you love stuff!

I LOVE GLASSES,I love that you love stuff!

I LOVE GOING TO CHURCH,I love that you love stuff!

I LOVE GOING TO THE MOVIES,I love that you love stuff!

I LOVE GOLFING,I love that you love stuff!

I LOVE GOSSIP,I love that you love stuff!

I LOVE HALLOWEEN,I love that you love stuff!

I LOVE MASSAGES,I love that you love stuff!

I LOVE GARDENING,I love that you love stuff!

I LOVE MY PET,I love that you love stuff!

I LOVE MY HOMETOWN,I love that you love stuff!

I LOVE MY HOUSE,I love that you love stuff!

I LOVE MY HOUSE PLANTS,I love that you love stuff!

I LOVE MY JOB,I love that you love stuff!

I LOVE MY KIDS,I love that you love stuff!

I LOVE MY LAPTOP,I love that you love stuff!

I LOVE LOBSTERS,I love that you love stuff!

I LOVE MY NEW SHOES,I love that you love stuff!

I LOVE MY GRANDFATHER,I love that you love stuff!

I LOVE MY PHONE,I love that you love stuff!

I LOVE MY RECORD COLLECTION,I love that you love stuff!

I LOVE MY SCHOOL,I love that you love stuff!

I LOVE MY TATTOOS,I love that you love stuff!

I LOVE MYSTERIES,I love that you love stuff!

I LOVE MYSTERY NOVELS,I love that you love stuff!

I LOVE NEW YORK,I love that you love stuff!

I LOVE MY NEW CAR,I love that you love stuff!

I LOVE MUSIC,I love that you love stuff!

I LOVE MAUI,I love that you love stuff!

I LOVE MEDITATION,I love that you love stuff!

I LOVE MEXICAN FOOD,I love that you love stuff!

I LOVE MEXICO,I love that you love stuff!

I LOVE MILAN,I love that you love stuff!

I LOVE MILKSHAKES,I love that you love stuff!

I LOVE MONDAYS,I love that you love stuff!

I LOVE MY HAIRCUT,I love that you love stuff!

I LOVE MONKIES,I love that you love stuff!

I LOVE MY GRANDMOTHER,I love that you love stuff!

I LOVE MY ALMA MATER,I love that you love stuff!

I LOVE MY CAR,I love that you love stuff!

I LOVE MY CAT,I love that you love stuff!

I LOVE MY DOG,I love that you love stuff!

I LOVE MY FAMILY,I love that you love stuff!

I LOVE MY GIRLFRIEND,I love that you love stuff!

I LOVE FISHING,I love that you love stuff!

I LOVE MONEY,I love that you love stuff!

I LOVE CATS,I love that you love stuff!

I LOVE BISON,I love that you love stuff!

I LOVE BOARD GAMES,I love that you love stuff!

I LOVE BOWLING,I love that you love stuff!

I LOVE BREAKFAST IN BED,I love that you love stuff!

I LOVE BRUNCH,I love that you love stuff!

I LOVE BURGERS,I love that you love stuff!

I LOVE FOOTBALL,I love that you love stuff!

I LOVE CANADA,I love that you love stuff!

I LOVE BEING SAD,I love that you love stuff!

I LOVE CEREAL,I love that you love stuff!

I LOVE CHATTING,I love that you love stuff!

I LOVE CHEESE,I love that you love stuff!

I LOVE CHEESEBURGERS,I love that you love stuff!

I LOVE CHICK FLICKS,I love that you love stuff!

I LOVE CHICKEN,I love that you love stuff!

I LOVE CHINESE FOOD,I love that you love stuff!

I LOVE CAMPING,I love that you love stuff!

I LOVE BAKING,I love that you love stuff!

I LOVE A GOOD BOOK,I love that you love stuff!

I LOVE A GOOD CONVERSATION,I love that you love stuff!

I LOVE A SPIRITED DEBATE,I love that you love stuff!

I LOVE ADVENTURE BOOKS,I love that you love stuff!

I LOVE ALCOHOL,I love that you love stuff!

I LOVE AMERICA,I love that you love stuff!

I LOVE AMUSEMENT PARKS,I love that you love stuff!

I LOVE BIRDS,I love that you love stuff!

I LOVE BACON,I love that you love stuff!

I LOVE BIKING,I love that you love stuff!

I LOVE BALLROOM DANCING,I love that you love stuff!

I LOVE BARCELONA,I love that you love stuff!
